2010-12-02,Tampa Bay Lightning,1,Boston Bruins,8,,
2010-12-02,Washington Capitals,1,Dallas Stars,2,,
2010-12-02,Florida Panthers,2,Los Angeles Kings,3,,
2010-12-02,Montreal Canadiens,5,New Jersey Devils,1,,
2010-12-02,New York Rangers,6,New York Islanders,5,,
2010-12-02,San Jose Sharks,4,Ottawa Senators,0,,
2010-12-02,Atlanta Thrashers,2,Pittsburgh Penguins,3,,
2010-12-02,Edmonton Oilers,5,Toronto Maple Leafs,0,,
2010-12-03,Detroit Red Wings,4,Anaheim Ducks,0,,
2010-12-03,Columbus Blue Jackets,0,Buffalo Sabres,5,,
2010-12-03,Colorado Avalanche,1,Carolina Hurricanes,2,OT,
2010-12-03,Vancouver Canucks,3,Chicago Blackhawks,0,,
2010-12-03,Calgary Flames,3,Minnesota Wild,2,SO,
2010-12-03,New York Islanders,0,New York Rangers,2,,
2010-12-04,Pittsburgh Penguins,7,Columbus Blue Jackets,2,,
2010-12-04,Minnesota Wild,3,Dallas Stars,4,OT,
2010-12-04,St. Louis Blues,1,Edmonton Oilers,2,OT,
2010-12-04,Detroit Red Wings,2,Los Angeles Kings,3,OT,
2010-12-04,San Jose Sharks,1,Montreal Canadiens,3,,
2010-12-04,Carolina Hurricanes,2,Nashville Predators,5,,
2010-12-04,Buffalo Sabres,1,Ottawa Senators,0,SO,
2010-12-04,New Jersey Devils,3,Philadelphia Flyers,5,,
2010-12-04,Florida Panthers,2,Phoenix Coyotes,1,SO,
2010-12-04,Colorado Avalanche,5,Tampa Bay Lightning,6,,
2010-12-04,Boston Bruins,2,Toronto Maple Leafs,3,SO,
2010-12-04,Atlanta Thrashers,3,Washington Capitals,1,,
2010-12-05,Phoenix Coyotes,3,Anaheim Ducks,0,,
2010-12-05,Calgary Flames,2,Chicago Blackhawks,4,,
2010-12-05,Philadelphia Flyers,3,New York Islanders,2,,
2010-12-05,Ottawa Senators,3,New York Rangers,1,,
2010-12-05,St. Louis Blues,3,Vancouver Canucks,2,,
2010-12-06,Nashville Predators,2,Atlanta Thrashers,3,OT,
2010-12-06,Dallas Stars,2,Columbus Blue Jackets,3,SO,
2010-12-06,San Jose Sharks,5,Detroit Red Wings,2,,
2010-12-06,New Jersey Devils,1,Pittsburgh Penguins,2,,
2010-12-06,Toronto Maple Leafs,5,Washington Capitals,4,SO,
2010-12-07,Buffalo Sabres,2,Boston Bruins,3,OT,
2010-12-07,Tampa Bay Lightning,2,Calgary Flames,4,,
2010-12-07,Anaheim Ducks,3,Edmonton Oilers,2,SO,
2010-12-07,Colorado Avalanche,3,Florida Panthers,4,OT,
2010-12-07,Ottawa Senators,1,Montreal Canadiens,4,,
2010-12-08,Dallas Stars,3,Chicago Blackhawks,5,,
2010-12-08,Nashville Predators,3,Detroit Red Wings,2,,
2010-12-08,San Jose Sharks,5,Philadelphia Flyers,4,SO,
2010-12-08,Toronto Maple Leafs,2,Pittsburgh Penguins,5,,
2010-12-08,Anaheim Ducks,4,Vancouver Canucks,5,SO,
2010-12-09,New York Islanders,2,Boston Bruins,5,,
2010-12-09,San Jose Sharks,3,Buffalo Sabres,6,,
2010-12-09,Calgary Flames,1,Los Angeles Kings,2,,
2010-12-09,New York Rangers,5,Ottawa Senators,3,,
2010-12-09,Minnesota Wild,3,Phoenix Coyotes,2,,
2010-12-09,Columbus Blue Jackets,1,St. Louis Blues,4,,
2010-12-09,Philadelphia Flyers,4,Toronto Maple Leafs,1,,
2010-12-09,Florida Panthers,3,Washington Capitals,0,,
2010-12-10,Calgary Flames,2,Anaheim Ducks,3,SO,
2010-12-10,Colorado Avalanche,4,Atlanta Thrashers,2,,
2010-12-10,Carolina Hurricanes,1,Dallas Stars,2,SO,
2010-12-10,Montreal Canadiens,2,Detroit Red Wings,4,,
2010-12-10,Tampa Bay Lightning,3,Edmonton Oilers,4,SO,
2010-12-10,New Jersey Devils,2,Ottawa Senators,3,,
